1,3.1e-07
2,3.7e-07
3,2.9e-07
4,3.6e-07
5,3.5e-07
6,3.5e-07
7,3.6e-07
8,3.4e-07
9,3.7e-07
10,3.8e-07
11,3.7e-07
12,3.5e-07
13,4e-07
14,4e-07
15,4e-07
16,4e-07
17,3.7e-07
18,4.2e-07
19,4.3e-07
20,4.3e-07
21,4e-07
22,4.5e-07
23,4.6e-07
24,4.5e-07
25,4.6e-07
26,6.1e-07
27,4.3e-07
28,4.2e-07
29,4.2e-07
30,4e-07
31,4.6e-07
32,5.6e-07
33,4.7e-07
34,4.9e-07
35,4.3e-07
36,4.8e-07
37,5.2e-07
38,8.2e-07
39,5.1e-07
40,4.9e-07
41,5.4e-07
42,5.6e-07
43,5.6e-07
44,5e-07
45,5.8e-07
46,6.4e-07
47,6.2e-07
48,6.5e-07
49,6e-07
50,6.9e-07
51,6.9e-07
52,6.9e-07
53,6.5e-07
54,7e-07
55,7.3e-07
56,1.48e-06
57,9.5e-07
58,1.15e-06
59,8.6e-07
60,8.4e-07
61,8.5e-07
62,8e-07
63,9e-07
64,1.1e-06
65,7.6e-07
66,7.7e-07
67,8e-07
68,7.7e-07
69,7.4e-07
70,8.1e-07
71,8e-07
72,1.34e-06
73,8.9e-07
74,1.17e-06
75,8.3e-07
76,9.4e-07
77,9.5e-07
78,7.6e-07
79,7.4e-07
80,6.8e-07
81,7.4e-07
82,7.1e-07
83,7.6e-07
84,7.7e-07
85,7.5e-07
86,7.8e-07
87,8e-07
88,8.1e-07
89,8.1e-07
90,8.4e-07
91,8.6e-07
92,8.5e-07
93,8.5e-07
94,8.9e-07
95,8.9e-07
96,9e-07
97,8.9e-07
98,9e-07
99,9.6e-07
100,9.4e-07
101,9.6e-07
102,1e-06
103,9.9e-07
104,1.01e-06
105,9.9e-07
106,1.02e-06
107,1.03e-06
108,1.08e-06
109,1.08e-06
110,1.06e-06
111,1.1e-06
112,1e-06
113,1.03e-06
114,1.01e-06
115,1.07e-06
116,1.06e-06
117,1.12e-06
118,1.68e-06
119,1.67e-06
120,1.7e-06
121,1.69e-06
122,1.71e-06
123,1.56e-06
124,1.64e-06
125,1.73e-06
126,1.76e-06
127,1.76e-06
128,1.87e-06
129,1.76e-06
130,1.83e-06
131,1.76e-06
132,1.78e-06
133,1.76e-06
134,1.85e-06
135,1.81e-06
136,1.88e-06
137,1.76e-06
138,1.9e-06
139,1.4e-06
140,1.61e-06
141,2.01e-06
142,1.88e-06
143,1.71e-06
144,1.78e-06
145,1.97e-06
146,2.11e-06
147,2.1e-06
148,2.11e-06
149,2.18e-06
150,2.22e-06
151,2.16e-06
152,2.16e-06
153,2.26e-06
154,2.25e-06
155,2.62e-06
156,2.25e-06
157,2.37e-06
158,2.35e-06
159,2.33e-06
160,2.4e-06
161,2.41e-06
162,3.98e-06
163,2.52e-06
164,1.79e-06
165,1.77e-06
166,1.76e-06
167,1.85e-06
168,1.79e-06
169,1.82e-06
170,1.82e-06
171,1.85e-06
172,1.8e-06
173,1.86e-06
174,1.92e-06
175,1.92e-06
176,2.28e-06
177,2.76e-06
178,2.83e-06
179,2.78e-06
180,2.85e-06
181,2.81e-06
182,2.89e-06
183,2.84e-06
184,2.94e-06
185,3.13e-06
186,2.94e-06
187,2.97e-06
188,3.02e-06
189,3.1e-06
190,3.08e-06
191,3.07e-06
192,3.05e-06
193,3.29e-06
194,3.47e-06
195,3.08e-06
196,3.09e-06
197,2.97e-06
198,2.62e-06
199,2.38e-06
200,2.43e-06
201,2.33e-06
202,2.37e-06
203,2.41e-06
204,2.38e-06
205,2.44e-06
206,2.61e-06
207,2.47e-06
208,2.45e-06
209,2.46e-06
210,2.57e-06
211,2.64e-06
212,2.6e-06
213,2.68e-06
214,2.6e-06
215,2.71e-06
216,2.68e-06
217,2.67e-06
218,2.66e-06
219,3.69e-06
220,3.12e-06
221,2.81e-06
222,2.82e-06
223,2.71e-06
224,2.78e-06
225,3.04e-06
226,3.36e-06
227,3.08e-06
228,2.87e-06
229,2.96e-06
230,2.93e-06
231,2.95e-06
232,3.12e-06
233,2.98e-06
234,3.08e-06
235,3.06e-06
236,3.01e-06
237,3.01e-06
238,3.04e-06
239,3.19e-06
240,3.1e-06
241,3.24e-06
242,3.13e-06
243,3.49e-06
244,3.2e-06
245,3.68e-06
246,8.83e-06
247,4.39e-06
248,3.85e-06
249,4.43e-06
250,4.32e-06
251,4.78e-06
252,4.32e-06
253,4.54e-06
254,5.29e-06
255,3.47e-06
256,3.81e-06
257,3.4e-06
258,3.35e-06
259,3.36e-06
260,3.39e-06
261,3.41e-06
262,3.46e-06
263,3.48e-06
264,3.45e-06
265,3.49e-06
266,3.53e-06
267,4.43e-06
268,3.6e-06
269,3.55e-06
270,3.5e-06
271,3.62e-06
272,3.58e-06
273,3.62e-06
274,3.57e-06
275,3.66e-06
276,3.65e-06
277,4e-06
278,3.96e-06
279,4.06e-06
280,3.71e-06
281,3.8e-06
282,3.78e-06
283,3.77e-06
284,3.82e-06
285,3.85e-06
286,3.87e-06
287,3.88e-06
288,3.93e-06
289,3.94e-06
290,4.49e-06
291,4.04e-06
292,4.02e-06
293,4e-06
294,4.01e-06
295,4.03e-06
296,4.05e-06
297,4.09e-06
298,4.12e-06
299,4.09e-06
300,4.14e-06
301,4.65e-06
302,4.18e-06
303,4.14e-06
304,4.19e-06
305,4.29e-06
306,4.16e-06
307,4.24e-06
308,7.43e-06
309,4.27e-06
310,4.36e-06
311,4.65e-06
312,4.76e-06
313,4.6e-06
314,4.57e-06
315,4.56e-06
316,4.64e-06
317,5.13e-06
318,4.58e-06
319,4.54e-06
320,4.46e-06
321,4.5e-06
322,4.6e-06
323,4.77e-06
324,4.97e-06
325,4.59e-06
326,4.61e-06
327,4.58e-06
328,4.63e-06
329,4.64e-06
330,4.68e-06
331,6.81e-06
332,5.36e-06
333,5.23e-06
334,4.85e-06
335,4.74e-06
336,4.8e-06
337,4.79e-06
338,4.92e-06
339,5.91e-06
340,4.89e-06
341,4.87e-06
342,4.9e-06
343,4.92e-06
344,4.96e-06
345,4.91e-06
346,4.95e-06
347,5e-06
348,5.73e-06
349,5.83e-06
350,5.49e-06
351,5.49e-06
352,5.57e-06
353,5.62e-06
354,5.65e-06
355,5.57e-06
356,5.44e-06
357,5.63e-06
358,5.75e-06
359,5.81e-06
360,5.24e-06
361,5.28e-06
362,5.27e-06
363,5.29e-06
364,5.26e-06
365,5.37e-06
366,5.32e-06
367,7.79e-06
368,6.05e-06
369,5.45e-06
370,5.51e-06
371,6.07e-06
372,5.54e-06
373,5.47e-06
374,5.53e-06
375,5.58e-06
376,5.68e-06
377,6.74e-06
378,6.15e-06
379,5.65e-06
380,5.67e-06
381,5.92e-06
382,5.91e-06
383,5.8e-06
384,5.71e-06
385,5.73e-06
386,5.67e-06
387,5.77e-06
388,5.77e-06
389,6.5e-06
390,5.73e-06
391,5.83e-06
392,6.13e-06
393,5.83e-06
394,6.06e-06
395,6.98e-06
396,6.5e-06
397,6.01e-06
398,6e-06
399,6e-06
400,6.95e-06
