1,0
2,3
3,0
4,1
5,6
6,4
7,6
8,1
9,8
10,6
11,13
12,8
13,10
14,6
15,10
16,10
17,5
18,7
19,11
20,13
21,12
22,15
23,18
24,17
25,26
26,14
27,19
28,16
29,21
30,14
31,21
32,18
33,17
34,13
35,16
36,23
37,16
38,13
39,24
40,16
41,26
42,18
43,17
44,22
45,19
46,20
47,12
48,17
49,20
50,20
51,20
52,28
53,16
54,18
55,20
56,18
57,29
58,26
59,17
60,17
61,18
62,29
63,19
64,29
65,20
66,21
67,22
68,20
69,19
70,15
71,19
72,21
73,24
74,21
75,22
76,14
77,20
78,15
79,23
80,25
81,26
82,23
83,21
84,24
85,20
86,19
87,21
88,20
89,15
90,20
91,26
92,23
93,27
94,21
95,21
96,13
97,29
98,19
99,15
100,23
101,27
102,25
103,14
104,24
105,24
106,27
107,15
108,17
109,11
110,19
111,25
112,29
113,29
114,24
115,19
116,19
117,20
118,15
119,28
120,18
121,13
122,21
123,28
124,21
125,19
126,24
127,25
128,23
129,22
130,22
131,25
132,24
133,21
134,20
135,24
136,19
137,27
138,19
139,26
140,23
141,16
142,18
143,16
144,17
145,18
146,17
147,12
148,17
149,25
150,15
151,27
152,24
153,11
154,23
155,29
156,21
157,25
158,18
159,20
160,20
161,28
162,22
163,22
164,18
165,25
166,29
167,26
168,36
169,24
170,25
171,19
172,26
173,20
174,35
175,28
176,32
177,32
178,31
179,28
180,36
181,24
182,31
183,34
184,33
185,34
186,30
187,30
188,30
189,34
190,32
191,42
192,38
193,44
194,39
195,29
196,42
197,41
198,50
199,38
200,43
201,42
202,41
203,43
204,30
205,46
206,48
207,48
208,41
209,46
210,42
211,50
212,53
213,45
214,45
215,53
216,41
217,54
218,56
219,50
220,53
221,54
222,50
223,39
224,40
225,51
226,45
227,43
228,51
229,56
230,52
231,55
232,49
233,46
234,49
235,65
236,52
237,58
238,44
239,55
240,64
241,48
242,61
243,53
244,52
245,44
246,56
247,54
248,48
249,47
250,53
251,52
252,52
253,49
254,56
255,42
256,54
257,50
258,56
259,46
260,50
261,45
262,44
263,55
264,55
265,50
266,50
267,55
268,53
269,54
270,46
271,54
272,53
273,61
274,54
275,56
276,49
277,49
278,46
279,51
280,47
281,49
282,61
283,56
284,51
285,51
286,54
287,44
288,61
289,41
290,39
291,47
292,51
293,45
294,55
295,50
296,48
297,60
298,51
299,52
300,49
301,58
302,56
303,59
304,47
305,47
306,55
307,53
308,45
309,53
310,46
311,55
312,51
313,54
314,59
315,50
316,57
317,56
318,58
319,49
320,51
321,53
322,52
323,63
324,50
325,47
326,54
327,45
328,52
329,59
330,51
331,53
332,49
333,56
334,46
335,49
336,51
337,51
338,66
339,50
340,51
341,54
342,55
343,46
344,51
345,51
346,51
347,61
348,57
349,52
350,36
351,55
352,51
353,56
354,55
355,51
356,48
357,55
358,55
359,51
360,47
361,56
362,52
363,52
364,56
365,56
366,55
367,51
368,50
369,56
370,51
371,60
372,55
373,57
374,61
375,48
376,47
377,56
378,58
379,59
380,55
381,63
382,56
383,55
384,63
385,62
386,64
387,63
388,67
389,52
390,61
391,61
392,60
393,55
394,68
395,54
396,62
397,57
398,65
399,61
400,64
